;Branch;Tenure;Salary;Department;JobSatisfaction;WorkLifeBalance;CommuteDistance;MaritalStatus;Education;PerformanceRating;TrainingHours;OverTime;NumProjects;YearsSincePromotion;EnvironmentSatisfaction;ChurnLikelihood
849;New York;5,0000;68000;Research and Development;3;4;Long;Married;Bachelor;3;30,0000;Yes;2;0;1;Highly Likely to Churn'
850;Philadelphia;8,0000;76000;IT Support;3;4;Medium;Divorced;High School;4;56,0000;Yes;4;0;3;Moderately Likely to Churn
851;Los Angeles;1,0000;64000;Quality Assurance;5;4;Medium;Divorced;Bachelor;4;18,0000;Yes;3;0;2;Highly Likely to Churn'
852;Seattle;6,0000;62000;Legal;3;4;Medium;Married;Bachelor;3;24,0000;Yes;2;0;2;Highly Likely to Churn'
853;Denver;6,0000;74000;Sales;4;5;Medium;Married;Bachelor;4;18,0000;Yes;4;0;2;Highly Likely to Churn'
854;Seattle;1,0000;47500;Operations;4;3;Short;Divorced;High School;3;63,0000;Yes;4;0;2;Highly Likely to Churn'
855;Chicago;4,0000;58500;Legal;5;4;Short;Married;High School;4;56,0000;Yes;4;0;3;Moderately Likely to Churn
856;Boston;17,5000;70500;Customer Service;3;4;Medium;Divorced;Bachelor;4;6,0000;Yes;3;5;2;Highly Likely to Churn'
857;Atlanta;8,0000;65000;Accounting;3;4;Short;Married;High School;4;56,0000;Yes;3;0;3;Highly Likely to Churn'
858;Denver;9,0000;72500;Human Resources;3;4;Short;Married;Bachelor;4;30,0000;Yes;4;2;3;Highly Likely to Churn'
859;Chicago;5,0000;64500;Customer Service;2;4;Medium;Single;Bachelor;3;24,0000;Yes;2;0;1;Highly Likely to Churn'
860;Dallas;5,0000;67500;Sales;3;4;Short;Married;Bachelor;3;30,0000;Yes;4;0;2;Highly Likely to Churn'
861;Los Angeles;4,0000;76500;Marketing;3;4;Medium;Single;Bachelor;3;36,0000;Yes;4;0;3;Moderately Likely to Churn
862;Scranton;10,0000;54500;Research and Development;2;3;Medium;Married;High School;4;32,0000;Yes;4;3;3;Moderately Likely to Churn
863;Chicago;6,0000;68000;Research and Development;4;4;Short;Divorced;Master;4;30,0000;Yes;4;0;3;Moderately Likely to Churn
864;Scranton;4,0000;47500;Customer Service;4;4;Short;Married;High School;4;63,0000;Yes;3;0;3;Moderately Likely to Churn
865;Chicago;6,0000;77000;Sales;2;4;Short;Married;Master;4;24,0000;Yes;3;0;3;Moderately Likely to Churn
866;Atlanta;13,0000;65500;Accounting;3;4;Medium;Single;High School;3;47,1417;Yes;5;4;3;Highly Likely to Churn'
867;Seattle;7,0000;66000;IT Support;2;4;Long;Married;Master;4;30,0000;Yes;3;1;1;Highly Likely to Churn'
868;Philadelphia;6,0000;69000;Product Management;4;4;Long;Married;Bachelor;4;6,0000;Yes;3;0;3;Moderately Likely to Churn
869;San Francisco;6,0000;64500;Research and Development;5;4;Medium;Married;Bachelor;4;24,0000;Yes;4;0;3;Moderately Likely to Churn
870;Los Angeles;4,0000;75500;Marketing;4;4;Medium;Married;Bachelor;4;12,0000;Yes;4;0;2;Highly Likely to Churn'
871;Seattle;5,0000;59000;IT Support;4;4;Short;Married;Bachelor;3;30,0000;Yes;4;0;3;Moderately Likely to Churn
872;Miami;9,0000;58500;Operations;4;4;Short;Divorced;High School;4;56,0000;Yes;5;1;4;Highly Likely to Churn'
873;Miami;6,0000;62000;Quality Assurance;5;5;Short;Divorced;Bachelor;3;23,4471;Yes;3;0;3;Highly Likely to Churn'
874;Philadelphia;6,0000;69000;Marketing;3;4;Medium;Married;Bachelor;3;18,0000;Yes;4;0;2;Highly Likely to Churn'
875;New York;13,0000;83500;Accounting;4;4;Long;Divorced;Bachelor;3;24,0000;Yes;3;1;2;Highly Likely to Churn'
876;New York;14,0000;82000;Accounting;4;4;Medium;Divorced;Bachelor;3;18,0000;Yes;3;2;2;Highly Likely to Churn'
877;Chicago;17,5000;80000;Accounting;3;4;Medium;Divorced;Bachelor;3;36,0000;Yes;4;5;3;Moderately Likely to Churn
878;Scranton;10,0000;65500;IT Support;5;4;Medium;Married;Bachelor;4;30,0000;Yes;3;3;3;Moderately Likely to Churn
879;Scranton;7,0000;47500;Procurement;2;3;Long;Married;High School;3;40,0000;Yes;3;1;3;Moderately Likely to Churn
880;Seattle;9,0000;69000;Legal;3;4;Medium;Married;Bachelor;4;24,0000;Yes;3;2;3;Moderately Likely to Churn
881;San Francisco;2,0000;67500;Legal;5;4;Short;Single;High School;3;63,0000;Yes;3,5;0;2;Highly Likely to Churn'
882;Boston;5,0000;73500;Sales;4;4;Long;Married;Bachelor;4;36,0000;Yes;4;0;3;Moderately Likely to Churn
883;Los Angeles;7,0000;57000;Facilities Management;4;4;Medium;Married;High School;4;63,0000;Yes;5;0;3;Moderately Likely to Churn
884;Atlanta;9,0000;74500;Procurement;3;4;Long;Divorced;Bachelor;4;18,0000;Yes;3;1;2;Highly Likely to Churn'
885;Scranton;16,0000;68500;Research and Development;5;4;Short;Married;Bachelor;3;34,6456;Yes;4;5;3;Moderately Likely to Churn
886;Chicago;8,0000;63500;Operations;4;4;Long;Married;Bachelor;3;30,0000;Yes;3;1;2;Highly Likely to Churn'
887;Los Angeles;4,0000;75000;Sales;2;4;Short;Married;Bachelor;3;18,0000;Yes;3;0;2;Highly Likely to Churn'
888;Boston;2,0000;61000;Public Relations;3;4;Long;Married;Bachelor;4;24,0000;Yes;3;0;2;Highly Likely to Churn'
889;Seattle;6,0000;61500;Operations;3;4;Medium;Divorced;High School;3;32,0000;Yes;3;0;2;Highly Likely to Churn'
890;Philadelphia;3,0000;60500;IT Support;4;4;Long;Married;Bachelor;3;24,0000;Yes;3;0;2;Highly Likely to Churn'
891;Dallas;7,0000;53000;Operations;5;4;Short;Single;High School;3;40,0000;Yes;3;1;2;Highly Likely to Churn'
892;Seattle;5,0000;60000;Operations;2;4;Long;Married;Bachelor;3;24,0000;Yes;3;0;2;Highly Likely to Churn'
893;Miami;3,0000;48500;Human Resources;4;4;Medium;Divorced;High School;4;63,0000;Yes;4;0;3;Highly Likely to Churn'
894;Boston;7,0000;64000;Administration;3;4;Medium;Married;High School;4;56,0000;Yes;3;0;3;Moderately Likely to Churn
895;Seattle;7,0000;67000;Human Resources;4;4;Long;Married;Bachelor;3;18,0000;Yes;4;0;2;Highly Likely to Churn'
896;Chicago;10,0000;70500;Marketing;5;4;Medium;Divorced;Bachelor;4;18,0000;Yes;3,5;3;2;Highly Likely to Churn'
897;Atlanta;3,0000;66500;Public Relations;4;4;Long;Single;Master;3;34,6456;Yes;4;0;2;Highly Likely to Churn'
898;Scranton;8,0000;59000;Accounting;5;4;Medium;Married;High School;3;32,0000;Yes;3;0;3;Moderately Likely to Churn
899;Seattle;7,0000;57000;Customer Service;4;2;Medium;Single;High School;3;48,8174;Yes;3;1;2;Highly Likely to Churn'
900;Miami;4,0000;62000;Sales;5;4;Medium;Married;Bachelor;3;12,0000;Yes;3;0;2;Highly Likely to Churn'
901;New York;5,0000;80000;Human Resources;4;3;Medium;Single;High School;3;63,0000;Yes;3;0;1;Highly Likely to Churn'
902;Dallas;8,0000;66000;Sales;4;4;Short;Single;High School;3;56,0000;Yes;3;1;3;Moderately Likely to Churn
903;Los Angeles;3,0000;62500;Research and Development;3;4;Short;Single;Bachelor;4;24,0000;Yes;3;0;3;Moderately Likely to Churn
904;Boston;5,0000;70500;Sales;5;4;Short;Married;High School;4;63,0000;Yes;4;0;3;Moderately Likely to Churn
905;Philadelphia;5,0000;60000;Operations;3;4;Short;Married;Bachelor;4;30,0000;Yes;4;0;3;Moderately Likely to Churn
906;Los Angeles;9,0000;66000;Research and Development;4;4;Medium;Married;High School;3;34,6456;Yes;3;2;2;Highly Likely to Churn'
907;Philadelphia;8,0000;67000;Operations;3;3;Short;Married;High School;4;63,0000;Yes;3;0;2;Highly Likely to Churn'
908;New York;10,0000;65000;Operations;2;5;Medium;Married;High School;4;34,6456;Yes;4;4;3;Highly Likely to Churn'
909;New York;3,0000;70000;Operations;5;3;Long;Single;Master;3;12,0000;Yes;3;0;2;Highly Likely to Churn'
910;Los Angeles;7,0000;80000;Sales;4;4;Short;Married;Master;4;12,0000;Yes;5;1;4;Moderately Likely to Churn
911;Los Angeles;2,0000;66000;Human Resources;5;4;Long;Married;Bachelor;3;24,0000;Yes;3;0;3;Moderately Likely to Churn
912;Denver;5,0000;68000;IT Support;5;4;Long;Divorced;Master;4;12,0000;Yes;3;0;2;Highly Likely to Churn'
913;Denver;11,0000;67000;Facilities Management;3;4;Long;Divorced;High School;3;63,0000;Yes;4;1;3;Highly Likely to Churn'
914;Dallas;11,0000;61000;Facilities Management;3;4;Medium;Married;High School;4;63,0000;Yes;5;2;3;Moderately Likely to Churn
915;Los Angeles;3,0000;72000;Research and Development;3;3;Long;Married;Bachelor;3;36,0000;Yes;3;0;2;Highly Likely to Churn'
916;Philadelphia;4,0000;70000;Accounting;3;4;Long;Divorced;Bachelor;3;24,0000;Yes;3;0;3;Moderately Likely to Churn
917;New York;1,0000;65000;IT Support;4;4;Short;Married;High School;4;63,0000;Yes;4;0;3;Moderately Likely to Churn
918;Scranton;6,0000;61000;Sales;5;4;Medium;Married;Bachelor;4;36,0000;Yes;2;0;2;Highly Likely to Churn'
919;Boston;2,0000;46500;Research and Development;2;3;Short;Divorced;Bachelor;4;5,7265;Yes;3;0;3;Moderately Likely to Churn
920;Boston;3,0000;56000;Accounting;4;4;Medium;Married;High School;4;32,0000;Yes;4;0;3;Moderately Likely to Churn
921;Boston;5,0000;65000;Product Management;4;3;Medium;Divorced;Bachelor;3;24,0000;Yes;3;0;2;Highly Likely to Churn'
922;Philadelphia;5,0000;72000;Operations;4;4;Medium;Married;Bachelor;3;18,0000;Yes;4;0;3;Moderately Likely to Churn
923;San Francisco;12,0000;73500;Marketing;5;4;Short;Married;High School;4;63,0000;Yes;3;5;2;Highly Likely to Churn'
924;Miami;11,0000;53500;Sales;2;3;Short;Married;High School;3;48,0000;Yes;4;3;3;Highly Likely to Churn'
925;Scranton;7,6121;69500;Sales;4;4;Medium;Married;Bachelor;3;24,0000;Yes;3;2;2;Highly Likely to Churn'
926;Chicago;7,0000;61000;Accounting;1;3;Medium;Single;Bachelor;3;24,0000;Yes;4;1;3;Moderately Likely to Churn
927;Philadelphia;3,0000;60000;Research and Development;2;4;Short;Married;Bachelor;4;12,0000;Yes;3;0;2;Highly Likely to Churn'
928;Boston;12,0000;80000;Sales;2;4;Long;Single;Master;3;24,0000;Yes;4;4;3;Moderately Likely to Churn
929;Scranton;9,0000;58500;Public Relations;3;4;Short;Married;High School;4;34,6456;Yes;4;2;3;Moderately Likely to Churn
930;Denver;11,0000;60000;Quality Assurance;3;4;Short;Married;High School;3;63,0000;Yes;3;5;2;Highly Likely to Churn'
931;Boston;6,0000;62500;Human Resources;5;4;Long;Single;Bachelor;3;24,0000;Yes;3;0;2;Highly Likely to Churn'
932;Atlanta;7,0000;76500;Public Relations;4;4;Long;Married;Bachelor;4;18,0000;Yes;5;1;3;Highly Likely to Churn'
933;Seattle;5,0000;58500;Human Resources;2;4;Long;Married;Bachelor;3;34,6456;Yes;3;0;2;Highly Likely to Churn'
934;Unknown;8,0000;58500;Research and Development;1;4;Medium;Married;Bachelor;3;36,0000;Yes;4;0;3;Moderately Likely to Churn
935;San Francisco;8,0000;76500;Procurement;3;5;Long;Single;Bachelor;5;35,7685;Yes;5;0;3;Moderately Likely to Churn
936;Miami;9,0000;70500;Human Resources;2;4;Short;Married;Bachelor;3;17,1472;Yes;4;1;3;Highly Likely to Churn'
937;Denver;4,0000;63000;Human Resources;3;3;Long;Single;Bachelor;4;29,3264;Yes;4;0;3;Highly Likely to Churn'
938;Scranton;7,0000;53000;IT Support;3;3;Short;Married;Bachelor;3;34,6456;Yes;3;1;2;Highly Likely to Churn'
939;Miami;4,0000;67500;Sales;2;4;Medium;Married;Bachelor;4;6,0000;Yes;5;0;3;Highly Likely to Churn'
940;Scranton;8,0000;60000;Sales;5;4;Medium;Married;High School;4;63,0000;Yes;3;2;3;Moderately Likely to Churn
941;Chicago;6,0000;64000;Quality Assurance;2;4;Medium;Single;High School;3;40,0000;Yes;3;0;2;Highly Likely to Churn'
942;Miami;4,0000;62000;Sales;4;4;Long;Married;High School;4;63,0000;Yes;4;0;4;Highly Likely to Churn'
943;Boston;15,0000;77500;Research and Development;4;4;Long;Married;Bachelor;4;36,0000;Yes;4;5;2;Highly Likely to Churn'
944;New York;8,0000;78000;Research and Development;4;4;Short;Married;Bachelor;4;24,0000;Yes;3;0;3;Moderately Likely to Churn
945;Scranton;4,0000;52000;Public Relations;2;4;Long;Divorced;High School;3;31,6298;Yes;3;0;3;Highly Likely to Churn'
946;Dallas;15,0000;60500;Operations;5;4;Long;Divorced;Bachelor;4;18,0000;Yes;4;5;3;Moderately Likely to Churn
947;Chicago;12,0000;78000;Quality Assurance;2;4;Medium;Married;Bachelor;3;30,0000;Yes;3;5;2;Highly Likely to Churn'
948;New York;8,0000;72500;Procurement;4;4;Short;Married;Bachelor;4;30,0000;Yes;4;1;3;Moderately Likely to Churn
949;San Francisco;3,0000;66500;Accounting;3;4;Short;Divorced;High School;3;63,0000;Yes;3;0;2;Highly Likely to Churn'
950;Los Angeles;5,0000;69000;Research and Development;3;4;Long;Married;High School;3;63,0000;Yes;3;0;3;Highly Likely to Churn'
951;Scranton;2,0000;49000;Facilities Management;3;4;Medium;Divorced;Bachelor;3;18,0000;Yes;3;0;2;Highly Likely to Churn'
952;Los Angeles;4,0000;70000;IT Support;2;4;Short;Single;Bachelor;4;34,6456;Yes;5;0;3;Moderately Likely to Churn
953;Scranton;6,0000;56000;IT Support;2;4;Medium;Single;High School;4;63,0000;Yes;4;0;3;Moderately Likely to Churn
954;Dallas;4,0000;62000;Marketing;4;4;Short;Divorced;Master;4;30,0000;Yes;4;0;4;Moderately Likely to Churn
955;New York;3,0000;70000;Operations;2;4;Long;Married;Bachelor;4;24,0000;Yes;3,5;0;4;Moderately Likely to Churn
956;Philadelphia;3,0000;57000;Customer Service;1;4;Long;Married;Bachelor;3;36,0000;Yes;5;0;3;Moderately Likely to Churn
957;San Francisco;3,0000;68500;Facilities Management;3;4;Medium;Divorced;Bachelor;4;29,4763;Yes;5,5;0;3;Moderately Likely to Churn
958;Los Angeles;8,0000;68500;Legal;2;4;Medium;Married;Bachelor;3;18,0000;Yes;4;0;2;Highly Likely to Churn'
959;San Francisco;3,0000;56500;Research and Development;4;4;Medium;Married;Bachelor;4;36,0000;Yes;4;0;3;Moderately Likely to Churn
960;Scranton;3,0000;60500;Human Resources;3;4;Short;Single;Master;3;12,0000;Yes;2;0;1;Highly Likely to Churn'
961;Los Angeles;2,0000;72500;Legal;5;4;Medium;Married;Bachelor;4;34,6456;Yes;3;0;3;Moderately Likely to Churn
962;Philadelphia;7,0000;59500;Accounting;3;4;Long;Single;High School;3;63,0000;Yes;3;0;1;Highly Likely to Churn'
963;Boston;8,0000;82500;Sales;2;4;Medium;Married;High School;3;32,0000;Yes;2;1;2;Highly Likely to Churn'
964;Dallas;6,0000;50500;Procurement;4;4;Medium;Married;High School;4;48,0000;Yes;4;0;3;Moderately Likely to Churn
965;Chicago;7,0000;66.654,4980443;Marketing;2;4;Long;Married;Bachelor;2;24,2403;Yes;4;1;3;Moderately Likely to Churn
966;Dallas;15,0000;63500;Quality Assurance;2;4;Short;Married;Bachelor;3;36,0000;Yes;3;5;3;Moderately Likely to Churn
967;Philadelphia;4,0000;61500;Marketing;5;4;Medium;Single;Bachelor;3;12,0000;Yes;4;0;3;Moderately Likely to Churn
968;Dallas;3,0000;70000;Procurement;2;4;Short;Married;Bachelor;4;24,0000;Yes;3,5;0;3;Moderately Likely to Churn
969;Seattle;2,0000;64000;Accounting;3;4;Long;Single;High School;3;56,0000;Yes;4;0;3;Moderately Likely to Churn
970;Dallas;5,0000;60000;Product Management;3;4;Long;Single;Bachelor;4;6,0000;Yes;2;0;2;Highly Likely to Churn'
971;Scranton;10,0000;57500;Facilities Management;4;4;Medium;Divorced;Bachelor;4;24,0000;Yes;5;4;3;Moderately Likely to Churn
972;Atlanta;14,0000;77500;Product Management;4;4;Long;Divorced;Master;3;12,0000;Yes;3;5;2;Highly Likely to Churn'
973;Miami;5,0000;62500;Operations;3;4;Short;Divorced;Bachelor;3;36,0000;Yes;4;0;4;Highly Likely to Churn'
974;Philadelphia;10,0000;77000;Accounting;2;3;Short;Single;Bachelor;3;12,0000;Yes;4;1;2;Highly Likely to Churn'
975;San Francisco;6,0000;74000;Accounting;5;4;Short;Married;High School;4;63,0000;Yes;4;0;3;Moderately Likely to Churn
976;Chicago;15,0000;70000;Customer Service;4;4;Short;Married;Bachelor;3;24,0000;Yes;3;5;1;Highly Likely to Churn'
977;Scranton;4,0000;52000;Research and Development;3;4;Short;Single;Bachelor;4;18,0000;Yes;4;0;3;Moderately Likely to Churn
978;Scranton;7,0000;59000;Research and Development;4;4;Medium;Married;Bachelor;3;30,0000;Yes;3,5;0;3;Moderately Likely to Churn
979;Denver;7,0000;53500;Administration;3;3;Long;Married;High School;4;55,8211;Yes;5;1;2;Highly Likely to Churn'
980;San Francisco;7,0000;66000;Facilities Management;4;4;Long;Married;Bachelor;4;24,0000;Yes;3;1;2;Highly Likely to Churn'
981;Denver;11,0000;64500;Legal;3;4;Short;Married;Bachelor;4;24,0000;Yes;4;4;3;Highly Likely to Churn'
982;Chicago;4,0000;59500;Administration;3;4;Short;Single;High School;4;63,0000;Yes;4;0;3;Moderately Likely to Churn
983;Dallas;6,0000;68500;Sales;4;3;Short;Single;Bachelor;3;34,6456;Yes;2;0;1;Highly Likely to Churn'
984;Scranton;3,0000;50500;Customer Service;4;4;Medium;Married;High School;3;63,0000;Yes;2;0;2;Highly Likely to Churn'
985;Chicago;6,0000;68500;Sales;5;3;Medium;Married;Bachelor;4;30,0000;Yes;3,5;0;4;Moderately Likely to Churn
986;Scranton;3,0000;49000;Facilities Management;3;5;Medium;Married;High School;4;23,3697;Yes;3;0;1;Highly Likely to Churn'
987;New York;4,0000;68000;Quality Assurance;5;4;Long;Married;Master;4;24,0000;Yes;3;0;3;Moderately Likely to Churn
988;San Francisco;6,0000;71000;Accounting;4;4;Medium;Single;High School;3;32,0000;Yes;4;0;3;Moderately Likely to Churn
989;Boston;3,0000;59000;Accounting;5;4;Medium;Single;High School;3;63,0000;Yes;4;0;2;Highly Likely to Churn'
990;San Francisco;3,0000;73000;Sales;4;4;Long;Married;High School;3;32,0000;Yes;4;0;2;Highly Likely to Churn'
991;Scranton;8,0000;69500;Sales;4;4;Short;Married;Bachelor;4;30,0000;Yes;5;2;4;Moderately Likely to Churn
992;Atlanta;15,0000;66.654,4980443;Sales;2;5;Long;Married;Bachelor;4;34,6456;Yes;3;3;2;Highly Likely to Churn'
993;Philadelphia;9,0000;68000;Marketing;4;4;Short;Divorced;Bachelor;3;12,0000;Yes;4;2;3;Moderately Likely to Churn
994;Los Angeles;13,0000;73500;Accounting;5;4;Medium;Single;Bachelor;4;24,0000;Yes;2;2;1;Highly Likely to Churn'
995;New York;12,0000;79500;Research and Development;2;4;Short;Married;Bachelor;4;24,0000;Yes;5;3;4;Moderately Likely to Churn
996;New York;4,0000;64000;Administration;5;4;Long;Married;Bachelor;3;34,6456;Yes;3;0;2;Highly Likely to Churn'
997;Dallas;3,0000;71500;Research and Development;5;4;Long;Married;Master;4;34,6456;Yes;5;0;4;Moderately Likely to Churn
998;Dallas;3,0000;61500;Accounting;5;4;Long;Married;High School;4;32,0000;Yes;4;0;3;Moderately Likely to Churn
999;New York;3,0000;73000;Product Management;2;4;Long;Married;Bachelor;4;36,0000;Yes;3;0;3;Moderately Likely to Churn
1000;Philadelphia;5,0000;66000;Human Resources;5;4;Short;Married;Master;4;30,0000;Yes;4;0;3;Moderately Likely to Churn
1001;Dallas;16,0000;71000;Customer Service;3;4;Short;Divorced;High School;4;63,0000;Yes;3;3;2;Highly Likely to Churn'
1002;Philadelphia;10,0000;69500;Operations;3;4;Long;Single;High School;4;63,0000;Yes;4;1;2;Highly Likely to Churn'
1003;Boston;6,0000;64500;IT Support;3;4;Short;Married;Bachelor;4;6,0000;Yes;5;0;3;Moderately Likely to Churn
1004;Seattle;5,0000;65000;Research and Development;4;4;Long;Married;Bachelor;3;18,1422;Yes;5;0;4;Moderately Likely to Churn
1005;Seattle;7,0000;53500;Human Resources;4;4;Long;Married;High School;3;48,0000;Yes;3;1;2;Highly Likely to Churn'
1006;Boston;4,0000;63000;Customer Service;4;4;Medium;Married;High School;4;63,0000;Yes;3;0;3;Moderately Likely to Churn
1007;Chicago;12,0000;76500;Sales;5;4;Medium;Single;Bachelor;4;36,0000;Yes;3;3;2;Highly Likely to Churn'
1008;Seattle;4,0000;46000;Customer Service;3;4;Long;Married;Bachelor;4;24,0000;Yes;4;0;2;Highly Likely to Churn'
1009;Philadelphia;3,0000;63500;Research and Development;4;4;Short;Divorced;High School;3;56,0000;Yes;3,5;0;2;Highly Likely to Churn'
1010;Los Angeles;9,0000;73500;Accounting;3;4;Long;Married;Bachelor;3;12,0000;Yes;3;3;2;Highly Likely to Churn'
1011;Miami;6,0000;64500;Administration;4;4;Short;Single;Bachelor;3;24,0000;Yes;4;0;3;Highly Likely to Churn'
1012;Miami;10,0000;60000;Customer Service;3;4;Short;Divorced;Bachelor;4;18,0000;Yes;4;4;3;Highly Likely to Churn'
1013;Miami;7,0000;56500;Customer Service;3;4;Medium;Divorced;Bachelor;3;34,6456;Yes;4;1;3;Highly Likely to Churn'
1014;New York;2,0000;63500;IT Support;5;4;Short;Married;Bachelor;3;34,6456;Yes;5;0;3;Moderately Likely to Churn
1015;Miami;16,0000;68500;Customer Service;2;4;Medium;Single;High School;4;63,0000;Yes;3;5;2;Highly Likely to Churn'
1016;Los Angeles;11,0000;65500;Facilities Management;5;4;Short;Married;High School;3;63,0000;Yes;3,5;1;1;Highly Likely to Churn'
1017;Scranton;17,0000;62000;Legal;4;4;Short;Divorced;High School;3;56,0000;Yes;3;0;2;Highly Likely to Churn'
1018;Dallas;7,0000;61000;IT Support;3;3;Medium;Married;High School;3;31,8937;Yes;3;0;2;Highly Likely to Churn'
1019;San Francisco;7,0000;75000;Product Management;2;4;Medium;Married;Bachelor;4;24,0000;Yes;3;1;3;Moderately Likely to Churn
1020;Boston;5,0000;65500;Customer Service;5;4;Medium;Married;Bachelor;3;18,0000;Yes;3;0;2;Highly Likely to Churn'
1021;San Francisco;7,0000;69500;IT Support;3;4;Medium;Divorced;High School;3;63,0000;Yes;3;1;2;Highly Likely to Churn'
1022;New York;7,6121;73000;Legal;3;4;Long;Married;Bachelor;4;18,0000;Yes;3;0;2;Highly Likely to Churn'
1023;Scranton;5,0000;58000;Public Relations;4;3;Medium;Single;High School;3;63,0000;Yes;4;0;2;Highly Likely to Churn'
1024;Boston;8,0000;68000;Sales;3;4;Short;Single;High School;3;34,6456;Yes;3;2;2;Highly Likely to Churn'
1025;Miami;6,0000;66500;Legal;4;3;Short;Single;Bachelor;3;34,6456;Yes;5;0;4;Highly Likely to Churn'
1026;Denver;12,0000;76500;Research and Development;4;4;Medium;Single;Bachelor;4;30,0000;Yes;4;2;3;Highly Likely to Churn'
1027;Boston;1,0000;58500;Marketing;3;4;Medium;Married;Bachelor;4;6,0000;Yes;4;0;3;Moderately Likely to Churn
1028;Chicago;9,0000;66500;Facilities Management;3;4;Medium;Married;High School;3;32,0000;Yes;2;2;1;Highly Likely to Churn'
1029;Los Angeles;9,0000;65500;Quality Assurance;3;4;Short;Married;Bachelor;3;30,0000;Yes;3;0;3;Moderately Likely to Churn
1030;Atlanta;8,0000;71000;Accounting;5;4;Medium;Married;Bachelor;4;6,0000;Yes;3;0;2;Highly Likely to Churn'
1031;Philadelphia;11,0000;72500;Marketing;4;4;Long;Divorced;Bachelor;4;30,0000;Yes;3;3;2;Highly Likely to Churn'
1032;Dallas;4,0000;56500;Quality Assurance;4;4;Medium;Married;Bachelor;4;12,0000;Yes;3,5;0;3;Moderately Likely to Churn
1033;Atlanta;10,0000;58000;Administration;2;4;Medium;Single;High School;4;34,6456;Yes;4;3;3;Highly Likely to Churn'
1034;Scranton;5,0000;63000;Operations;2;4;Short;Married;Master;4;12,0000;Yes;2;0;2;Highly Likely to Churn'
1035;Los Angeles;10,0000;76500;Procurement;3;4;Short;Married;Bachelor;3;6,0000;Yes;3;1;2;Highly Likely to Churn'
1036;Dallas;5,0000;67500;Marketing;4;4;Long;Married;Bachelor;3;30,0000;Yes;3;0;1;Highly Likely to Churn'
1037;Los Angeles;12,0000;75500;Accounting;4;4;Medium;Married;Bachelor;3;34,6456;Yes;3,5;3;3;Moderately Likely to Churn
1038;Los Angeles;4,0000;58000;Procurement;3;3;Long;Single;Bachelor;3;18,0000;Yes;3;0;1;Highly Likely to Churn'
1039;Denver;2,0000;57000;Operations;5;4;Long;Married;Bachelor;4;30,0000;Yes;3;0;2;Highly Likely to Churn'
1040;Philadelphia;10,0000;73000;Quality Assurance;5;4;Short;Single;Bachelor;3;36,0000;Yes;3;1;3;Moderately Likely to Churn
1041;New York;15,0000;79000;Product Management;3;4;Long;Divorced;High School;4;56,0000;Yes;4;5;3;Moderately Likely to Churn
1042;Scranton;8,0000;54000;Product Management;3;4;Medium;Divorced;High School;3;63,0000;Yes;3;2;2;Highly Likely to Churn'
1043;Chicago;10,0000;67500;Accounting;3;4;Long;Single;Bachelor;3;30,0000;Yes;3;3;3;Moderately Likely to Churn
1044;Scranton;5,0000;48500;Accounting;3;4;Long;Married;High School;4;63,0000;Yes;5;0;3;Moderately Likely to Churn
1045;Philadelphia;10,0000;71500;Procurement;2;4;Medium;Married;Bachelor;3;30,0000;Yes;3;3;1;Highly Likely to Churn'
1046;New York;8,0000;56000;Customer Service;1;4;Medium;Married;High School;4;56,0000;Yes;4;0;4;Moderately Likely to Churn
1047;Philadelphia;11,0000;77500;Accounting;3;4;Medium;Married;Bachelor;3;12,0000;Yes;3;0;2;Highly Likely to Churn'
1048;Philadelphia;11,0000;72500;Procurement;3;4;Long;Married;Bachelor;3;12,0000;Yes;4;1;2;Highly Likely to Churn'
1049;Dallas;9,0000;62000;Quality Assurance;3;4;Short;Single;Bachelor;3;18,0000;Yes;3;3;2;Highly Likely to Churn'
1050;Los Angeles;12,0000;77000;Sales;4;4;Short;Married;High School;4;63,0000;Yes;4;0;2;Highly Likely to Churn'
1051;Dallas;3,0000;54000;Research and Development;4;4;Long;Single;High School;3;32,0000;Yes;4;0;2;Highly Likely to Churn'
1052;Atlanta;9,0000;80000;Sales;3;4;Medium;Married;Bachelor;4;12,0000;Yes;4;1;3;Highly Likely to Churn'
1053;Philadelphia;5,0000;65500;IT Support;3;4;Medium;Married;Bachelor;4;30,0000;Yes;4;0;3;Moderately Likely to Churn
1054;Philadelphia;8,0000;68000;Quality Assurance;3;4;Short;Married;Bachelor;4;24,0000;Yes;4;0;3;Moderately Likely to Churn
1055;San Francisco;13,0000;83500;Sales;3;4;Long;Married;Bachelor;3;24,0000;Yes;3;5;3;Moderately Likely to Churn
1056;Atlanta;9,0000;65000;Research and Development;5;4;Long;Married;High School;4;63,0000;Yes;3;0;3;Highly Likely to Churn'
1057;Los Angeles;5,0000;64500;Customer Service;3;4;Long;Single;Bachelor;3;36,0000;Yes;3,5;0;3;Moderately Likely to Churn
1058;Los Angeles;4,0000;67500;Legal;3;3;Long;Single;Bachelor;4;30,0000;Yes;4;0;3;Moderately Likely to Churn
1059;Los Angeles;7,0000;64500;Quality Assurance;4;4;Long;Married;Bachelor;4;30,0000;Yes;4;1;3;Moderately Likely to Churn
1060;Seattle;11,0000;75500;Sales;4;4;Long;Married;Bachelor;3;18,0000;Yes;3;5;2;Highly Likely to Churn'
